source	chromosome	orig_seg_id	bin_start	bin_end	seg_length	Mb_start	Mb_end	median_seg	mean_seg_perbin	trimmean_seg_perbin	var_seg_perbin	std_seg_perbin	cv_seg_perbin	n_bins_seg	median_left	delta_left	srd_phi_left	frac_under_left	eligible_left	merged_left	reason_left	flank_orig_seg_left	mean_left_flank_perbin	trimmean_left_flank_perbin	var_left_flank_perbin	std_left_flank_perbin	cv_left_flank_perbin	n_bins_left_flank	delta_mean_left	delta_trim_left	median_right	delta_right	srd_phi_right	frac_under_right	eligible_right	merged_right	reason_right	flank_orig_seg_right	mean_right_flank_perbin	trimmean_right_flank_perbin	var_right_flank_perbin	std_right_flank_perbin	cv_right_flank_perbin	n_bins_right_flank	delta_mean_right	delta_trim_right
cluster4	chr8	2	396	416	20	42.9	47.2	1.27612	1.59356	1.21334	1.78595	1.33639	0.83862	20	3.21294	-1.3321	-3.8927	0.0	False	False	effect_ge_tau	1	3.67678	3.56882	4.625025	2.15059	0.58491	346	-1.2062	-1.5565	6.11067	-2.2596	-7.7165	0.0	False	False	effect_ge_tau	3	7.04128	6.30673	17.327327	4.16261	0.59117	149	-2.1436	-2.3779
cluster4	chr8	4	565	589	24	62.3	65.5	1.88599	2.71001	2.17097	5.706761	2.38888	0.8815	24	6.11067	-1.696	-6.2708	0.0	False	False	effect_ge_tau	3	7.04128	6.30673	17.327327	4.16261	0.59117	149	-1.3775	-1.5386	5.53494	-1.5532	-5.7212	0.0	False	False	effect_ge_tau	5	6.75442	6.61446	14.297138	3.78116	0.5598	86	-1.3175	-1.6073
cluster4	chr8	5	589	675	86	65.5	74.4	5.53494	6.75442	6.61446	14.297138	3.78116	0.5598	86	1.88599	1.5532	5.7212	0.0	False	False	effect_ge_tau	4	2.71001	2.17097	5.706761	2.38888	0.8815	24	1.3175	1.6073	3.2156	0.7835	4.5579	0.0	False	False	effect_ge_tau	6	3.46748	3.46748	1.195534	1.0934	0.31533	25	0.9619	0.9317
cluster4	chr8	6	675	700	25	74.4	77.0	3.2156	3.46748	3.46748	1.195534	1.0934	0.31533	25	5.53494	-0.7835	-4.5579	0.0	False	False	effect_ge_tau	5	6.75442	6.61446	14.297138	3.78116	0.5598	86	-0.9619	-0.9317	6.7184	-1.063	-6.2068	0.0	False	False	effect_ge_tau	7	7.78746	7.50108	16.974013	4.11995	0.52905	539	-1.1673	-1.1132
cluster4	chr8	8	1239	1259	20	134.1	136.1	2.59293	3.80734	3.36931	9.000544	3.00009	0.78798	20	6.7184	-1.3735	-5.0711	0.0	False	False	effect_ge_tau	7	7.78746	7.50108	16.974013	4.11995	0.52905	539	-1.0324	-1.1546	0.86267	1.5877	4.9656	0.0	False	False	effect_ge_tau	9	0.86181	0.83381	0.058304	0.24146	0.28018	26	2.1433	2.0147
cluster4	chr8	9	1259	1285	26	136.1	138.7	0.86267	0.86181	0.83381	0.058304	0.24146	0.28018	26	2.59293	-1.5877	-4.9656	0.0	False	False	effect_ge_tau	8	3.80734	3.36931	9.000544	3.00009	0.78798	20	-2.1433	-2.0147	5.89409	-2.7724	-9.0781	0.0	False	False	terminal_unchanged	10	6.38901	6.09151	21.703035	4.65865	0.72917	60	-2.8901	-2.869
cluster0	chr9	1	192	218	26	22.5	26.7	1.16935	1.76366	1.50171	1.637029	1.27946	0.72546	26	2.74006	-1.2285	-3.8397	0.0	False	False	terminal_unchanged	0	3.28067	2.94783	5.681246	2.38354	0.72654	192	-0.8954	-0.9731	3.17792	-1.4424	-4.8575	0.0	False	False	effect_ge_tau	2	3.71316	3.53656	5.120609	2.26288	0.60942	442	-1.0741	-1.2357
cluster0	chr9	3	660	689	29	100.6	103.5	1.29007	1.61838	1.2443	1.119321	1.05798	0.65373	29	3.17792	-1.3006	-5.5603	0.0	False	False	effect_ge_tau	2	3.71316	3.53656	5.120609	2.26288	0.60942	442	-1.1981	-1.507	2.21015	-0.7767	-2.5078	0.0	False	False	effect_ge_tau	4	2.70934	2.42719	2.34139	1.53016	0.56477	32	-0.7434	-0.964
cluster0	chr9	4	689	721	32	103.5	106.7	2.21015	2.70934	2.42719	2.34139	1.53016	0.56477	32	1.29007	0.7767	2.5078	0.0	False	False	effect_ge_tau	3	1.61838	1.2443	1.119321	1.05798	0.65373	29	0.7434	0.964	4.42957	-1.003	-4.512	0.0	False	False	effect_ge_tau	5	4.81175	4.81175	5.72537	2.39277	0.49728	95	-0.8286	-0.9873
cluster0	chr9	5	721	816	95	106.7	116.3	4.42957	4.81175	4.81175	5.72537	2.39277	0.49728	95	2.21015	1.003	4.512	0.0	False	False	effect_ge_tau	4	2.70934	2.42719	2.34139	1.53016	0.56477	32	0.8286	0.9873	1.91459	1.2101	6.258	0.0	False	False	effect_ge_tau	6	2.21997	1.99747	2.931528	1.71217	0.77126	40	1.116	1.2684
cluster0	chr9	6	816	856	40	116.3	120.3	1.91459	2.21997	1.99747	2.931528	1.71217	0.77126	40	4.42957	-1.2101	-6.258	0.0	False	False	effect_ge_tau	5	4.81175	4.81175	5.72537	2.39277	0.49728	95	-1.116	-1.2684	3.85461	-1.0095	-4.8822	0.0	False	False	effect_ge_tau	7	4.07718	3.9709	3.989548	1.99739	0.48989	122	-0.877	-0.9913
cluster1	chr9	1	72	94	22	7.3	12.5	0.6766	0.73837	0.73837	0.071891	0.26813	0.36313	22	3.40926	-2.3331	-6.701	0.0	False	False	terminal_unchanged	0	3.78096	3.53229	4.685137	2.16452	0.57248	72	-2.3563	-2.2582	3.03064	-2.1632	-6.6495	0.0	False	False	effect_ge_tau	2	3.64333	3.04489	7.213929	2.68588	0.7372	100	-2.3029	-2.044
cluster1	chr9	2	94	194	100	12.5	22.7	3.03064	3.64333	3.04489	7.213929	2.68588	0.7372	100	0.6766	2.1632	6.6495	0.0	False	False	effect_ge_tau	1	0.73837	0.73837	0.071891	0.26813	0.36313	22	2.3029	2.044	1.2574	1.2692	3.6698	0.0	False	False	effect_ge_tau	3	1.9042	1.76306	1.979051	1.40679	0.73878	24	0.9361	0.7883
cluster1	chr9	3	194	218	24	22.7	26.7	1.2574	1.9042	1.76306	1.979051	1.40679	0.73878	24	3.03064	-1.2692	-3.6698	0.0	False	False	effect_ge_tau	2	3.64333	3.04489	7.213929	2.68588	0.7372	100	-0.9361	-0.7883	3.2369	-1.3642	-4.2382	0.0	False	False	effect_ge_tau	4	3.79075	3.6088	5.690039	2.38538	0.62926	762	-0.9933	-1.0334
cluster2	chr9	1	71	94	23	7.2	12.5	0.88982	0.95838	0.89078	0.232673	0.48236	0.50331	23	3.4342	-1.9484	-7.7487	0.0	False	False	terminal_unchanged	0	3.71279	3.64014	2.809881	1.67627	0.45149	71	-1.9538	-2.0309	3.14793	-1.8228	-7.6837	0.0	False	False	effect_ge_tau	2	3.62695	3.17278	4.147696	2.03659	0.56152	84	-1.9201	-1.8326
cluster2	chr9	2	94	178	84	12.5	20.9	3.14793	3.62695	3.17278	4.147696	2.03659	0.56152	84	0.88982	1.8228	7.6837	0.0	False	False	effect_ge_tau	1	0.95838	0.89078	0.232673	0.48236	0.50331	23	1.9201	1.8326	1.73401	0.8603	4.9294	0.0	False	False	effect_ge_tau	3	2.08462	1.91733	1.514406	1.23061	0.59033	40	0.799	0.7266
cluster2	chr9	3	178	218	40	20.9	26.7	1.73401	2.08462	1.91733	1.514406	1.23061	0.59033	40	3.14793	-0.8603	-4.9294	0.0	False	False	effect_ge_tau	2	3.62695	3.17278	4.147696	2.03659	0.56152	84	-0.799	-0.7266	3.33118	-0.9419	-5.8898	0.0	False	False	effect_ge_tau	4	3.68484	3.57198	3.365368	1.83449	0.49785	762	-0.8218	-0.8976
cluster3	chr9	1	194	218	24	22.7	26.7	1.26517	1.77687	1.51286	1.490254	1.22076	0.68703	24	2.72666	-1.1078	-3.4414	0.0	False	False	terminal_unchanged	0	3.24405	2.94238	5.598883	2.3662	0.72939	194	-0.8685	-0.9597	2.90957	-1.2015	-3.4129	0.0	False	False	effect_ge_tau	2	3.40955	3.08841	3.331212	1.82516	0.53531	58	-0.9402	-1.0296
cluster3	chr9	2	218	276	58	26.7	32.5	2.90957	3.40955	3.08841	3.331212	1.82516	0.53531	58	1.26517	1.2015	3.4129	0.0	False	False	effect_ge_tau	1	1.77687	1.51286	1.490254	1.22076	0.68703	24	0.9402	1.0296	4.67644	-0.6846	-3.4406	0.0	False	False	effect_ge_tau	3	5.00907	4.76074	5.227084	2.28628	0.45643	55	-0.555	-0.6243
cluster3	chr9	3	276	331	55	32.5	38.2	4.67644	5.00907	4.76074	5.227084	2.28628	0.45643	55	2.90957	0.6846	3.4406	0.0	False	False	effect_ge_tau	2	3.40955	3.08841	3.331212	1.82516	0.53531	58	0.555	0.6243	1.87799	1.3162	4.9982	0.0	False	False	effect_ge_tau	4	2.1758	1.75233	2.859341	1.69096	0.77717	24	1.203	1.4419
cluster3	chr9	4	331	355	24	38.2	69.6	1.87799	2.1758	1.75233	2.859341	1.69096	0.77717	24	4.67644	-1.3162	-4.9982	0.0	False	False	effect_ge_tau	3	5.00907	4.76074	5.227084	2.28628	0.45643	55	-1.203	-1.4419	3.10336	-0.7246	-3.2103	0.0	False	False	effect_ge_tau	5	3.61548	3.32951	7.040349	2.65337	0.73389	305	-0.7326	-0.926
cluster3	chr9	6	660	690	30	100.6	103.6	1.3587	1.5907	1.28152	0.796552	0.8925	0.56107	30	3.10336	-1.1916	-5.2345	0.0	False	False	effect_ge_tau	5	3.61548	3.32951	7.040349	2.65337	0.73389	305	-1.1845	-1.3774	1.97801	-0.5418	-2.1502	0.0	False	False	effect_ge_tau	7	2.54395	2.41502	1.795284	1.33988	0.52669	31	-0.6774	-0.9142
cluster3	chr9	7	690	721	31	103.6	106.7	1.97801	2.54395	2.41502	1.795284	1.33988	0.52669	31	1.3587	0.5418	2.1502	0.0	False	False	effect_ge_tau	6	1.5907	1.28152	0.796552	0.8925	0.56107	30	0.6774	0.9142	4.45199	-1.1704	-4.7818	0.0	False	False	effect_ge_tau	8	4.88828	4.88828	6.471874	2.54399	0.52043	95	-0.9423	-1.0173
cluster3	chr9	8	721	816	95	106.7	116.3	4.45199	4.88828	4.88828	6.471874	2.54399	0.52043	95	1.97801	1.1704	4.7818	0.0	False	False	effect_ge_tau	7	2.54395	2.41502	1.795284	1.33988	0.52669	31	0.9423	1.0173	1.83102	1.2818	6.7049	0.0	False	False	effect_ge_tau	9	2.01577	1.67532	2.030638	1.425	0.70693	40	1.278	1.5449
cluster3	chr9	9	816	856	40	116.3	120.3	1.83102	2.01577	1.67532	2.030638	1.425	0.70693	40	4.45199	-1.2818	-6.7049	0.0	False	False	effect_ge_tau	8	4.88828	4.88828	6.471874	2.54399	0.52043	95	-1.278	-1.5449	3.72951	-1.0263	-5.5304	0.0	False	False	effect_ge_tau	10	4.20154	4.0508	4.398693	2.09731	0.49918	122	-1.0596	-1.2738
cluster4	chr9	1	164	219	55	19.5	26.8	1.69829	2.20117	1.95363	2.319912	1.52313	0.69196	55	2.87354	-0.7588	-3.7677	0.0	False	False	terminal_unchanged	0	3.34	2.97017	5.454775	2.33555	0.69927	164	-0.6016	-0.6044	3.16913	-0.9	-5.1082	0.0	False	False	effect_ge_tau	2	3.64479	3.49165	4.677106	2.16266	0.59336	752	-0.7276	-0.8377
cluster2	chr13	1	51	100	49	24.5	29.4	3.12708	3.25229	3.13282	2.221478	1.49046	0.45828	49	3.22626	-0.045	1.596	1.0	False	False	terminal_unchanged	0	2.7561	2.7561	3.388396	1.84076	0.66789	51	0.2388	0.1848	3.90747	-0.3214	-3.6294	0.0	False	False	effect_ge_tau	2	4.25686	4.16639	2.821799	1.67982	0.39461	233	-0.3883	-0.4113
cluster2	chr13	3	333	353	20	52.7	60.0	1.28008	1.67907	1.18301	1.711266	1.30815	0.7791	20	3.90747	-1.61	-6.8798	0.0	False	False	effect_ge_tau	2	4.25686	4.16639	2.821799	1.67982	0.39461	233	-1.3421	-1.8163	2.34881	-0.8757	-2.508	0.0	False	False	effect_ge_tau	4	2.57547	2.32601	1.320147	1.14898	0.44612	43	-0.6172	-0.9754
cluster2	chr13	4	353	396	43	60.0	64.3	2.34881	2.57547	2.32601	1.320147	1.14898	0.44612	43	1.28008	0.8757	2.508	0.0	False	False	effect_ge_tau	3	1.67907	1.18301	1.711266	1.30815	0.7791	20	0.6172	0.9754	3.58274	-0.6091	-5.7213	0.0	False	False	effect_ge_tau	5	4.11733	3.73684	3.246188	1.80172	0.43759	423	-0.6769	-0.684
cluster3	chr13	3	325	350	25	51.9	59.7	1.18341	1.93709	1.08724	4.26116	2.06426	1.06565	25	4.42906	-1.904	-6.6418	0.0	False	False	effect_ge_tau	2	5.06986	4.93342	7.225127	2.68796	0.53018	118	-1.3881	-2.1819	2.43107	-1.0386	-1.495	0.0	False	False	effect_ge_tau	4	2.56287	2.42034	1.57995	1.25696	0.49045	45	-0.4039	-1.1545
cluster3	chr13	4	350	395	45	59.7	64.2	2.43107	2.56287	2.42034	1.57995	1.25696	0.49045	45	1.18341	1.0386	1.495	0.0	False	False	effect_ge_tau	3	1.93709	1.08724	4.26116	2.06426	1.06565	25	0.4039	1.1545	3.62229	-0.5753	-4.7636	0.0	False	False	effect_ge_tau	5	4.1685	3.68751	4.338765	2.08297	0.49969	260	-0.7018	-0.6074
